Date,Year,Quarter,Month,MonthName,DayOfWeek,IsWeekend,Shift,ShiftStart,ShiftEnd,SeasonalIndex
2025-05-08,2025,Q2,5,May,Thursday,No,Morning,06:00,14:00,1.106
2025-05-08,2025,Q2,5,May,Thursday,No,Afternoon,14:00,22:00,1.106
2025-05-08,2025,Q2,5,May,Thursday,No,Night,22:00,06:00,1.106
2025-05-09,2025,Q2,5,May,Friday,No,Morning,06:00,14:00,1.106
2025-05-09,2025,Q2,5,May,Friday,No,Afternoon,14:00,22:00,1.106
2025-05-09,2025,Q2,5,May,Friday,No,Night,22:00,06:00,1.106
2025-05-10,2025,Q2,5,May,Saturday,Yes,Morning,06:00,14:00,1.106
2025-05-10,2025,Q2,5,May,Saturday,Yes,Afternoon,14:00,22:00,1.106
2025-05-10,2025,Q2,5,May,Saturday,Yes,Night,22:00,06:00,1.106
2025-05-11,2025,Q2,5,May,Sunday,Yes,Morning,06:00,14:00,0.498
2025-05-11,2025,Q2,5,May,Sunday,Yes,Afternoon,14:00,22:00,0.498
2025-05-11,2025,Q2,5,May,Sunday,Yes,Night,22:00,06:00,0.498
2025-05-12,2025,Q2,5,May,Monday,No,Morning,06:00,14:00,1.106
2025-05-12,2025,Q2,5,May,Monday,No,Afternoon,14:00,22:00,1.106
2025-05-12,2025,Q2,5,May,Monday,No,Night,22:00,06:00,1.106
2025-05-13,2025,Q2,5,May,Tuesday,No,Morning,06:00,14:00,1.106
2025-05-13,2025,Q2,5,May,Tuesday,No,Afternoon,14:00,22:00,1.106
2025-05-13,2025,Q2,5,May,Tuesday,No,Night,22:00,06:00,1.106
2025-05-14,2025,Q2,5,May,Wednesday,No,Morning,06:00,14:00,1.107
2025-05-14,2025,Q2,5,May,Wednesday,No,Afternoon,14:00,22:00,1.107
2025-05-14,2025,Q2,5,May,Wednesday,No,Night,22:00,06:00,1.107
2025-05-15,2025,Q2,5,May,Thursday,No,Morning,06:00,14:00,1.107
2025-05-15,2025,Q2,5,May,Thursday,No,Afternoon,14:00,22:00,1.107
2025-05-15,2025,Q2,5,May,Thursday,No,Night,22:00,06:00,1.107
2025-05-16,2025,Q2,5,May,Friday,No,Morning,06:00,14:00,1.107
2025-05-16,2025,Q2,5,May,Friday,No,Afternoon,14:00,22:00,1.107
2025-05-16,2025,Q2,5,May,Friday,No,Night,22:00,06:00,1.107
2025-05-17,2025,Q2,5,May,Saturday,Yes,Morning,06:00,14:00,1.107
2025-05-17,2025,Q2,5,May,Saturday,Yes,Afternoon,14:00,22:00,1.107
2025-05-17,2025,Q2,5,May,Saturday,Yes,Night,22:00,06:00,1.107
2025-05-18,2025,Q2,5,May,Sunday,Yes,Morning,06:00,14:00,0.498
2025-05-18,2025,Q2,5,May,Sunday,Yes,Afternoon,14:00,22:00,0.498
2025-05-18,2025,Q2,5,May,Sunday,Yes,Night,22:00,06:00,0.498
2025-05-19,2025,Q2,5,May,Monday,No,Morning,06:00,14:00,1.107
2025-05-19,2025,Q2,5,May,Monday,No,Afternoon,14:00,22:00,1.107
2025-05-19,2025,Q2,5,May,Monday,No,Night,22:00,06:00,1.107
2025-05-20,2025,Q2,5,May,Tuesday,No,Morning,06:00,14:00,1.107
2025-05-20,2025,Q2,5,May,Tuesday,No,Afternoon,14:00,22:00,1.107
2025-05-20,2025,Q2,5,May,Tuesday,No,Night,22:00,06:00,1.107
2025-05-21,2025,Q2,5,May,Wednesday,No,Morning,06:00,14:00,1.107
2025-05-21,2025,Q2,5,May,Wednesday,No,Afternoon,14:00,22:00,1.107
2025-05-21,2025,Q2,5,May,Wednesday,No,Night,22:00,06:00,1.107
2025-05-22,2025,Q2,5,May,Thursday,No,Morning,06:00,14:00,1.108
2025-05-22,2025,Q2,5,May,Thursday,No,Afternoon,14:00,22:00,1.108
2025-05-22,2025,Q2,5,May,Thursday,No,Night,22:00,06:00,1.108
2025-05-23,2025,Q2,5,May,Friday,No,Morning,06:00,14:00,1.108
2025-05-23,2025,Q2,5,May,Friday,No,Afternoon,14:00,22:00,1.108
2025-05-23,2025,Q2,5,May,Friday,No,Night,22:00,06:00,1.108
2025-05-24,2025,Q2,5,May,Saturday,Yes,Morning,06:00,14:00,1.108
2025-05-24,2025,Q2,5,May,Saturday,Yes,Afternoon,14:00,22:00,1.108
2025-05-24,2025,Q2,5,May,Saturday,Yes,Night,22:00,06:00,1.108
2025-05-25,2025,Q2,5,May,Sunday,Yes,Morning,06:00,14:00,0.499
2025-05-25,2025,Q2,5,May,Sunday,Yes,Afternoon,14:00,22:00,0.499
2025-05-25,2025,Q2,5,May,Sunday,Yes,Night,22:00,06:00,0.499
2025-05-26,2025,Q2,5,May,Monday,No,Morning,06:00,14:00,1.108
2025-05-26,2025,Q2,5,May,Monday,No,Afternoon,14:00,22:00,1.108
2025-05-26,2025,Q2,5,May,Monday,No,Night,22:00,06:00,1.108
2025-05-27,2025,Q2,5,May,Tuesday,No,Morning,06:00,14:00,1.108
2025-05-27,2025,Q2,5,May,Tuesday,No,Afternoon,14:00,22:00,1.108
2025-05-27,2025,Q2,5,May,Tuesday,No,Night,22:00,06:00,1.108
2025-05-28,2025,Q2,5,May,Wednesday,No,Morning,06:00,14:00,1.108
2025-05-28,2025,Q2,5,May,Wednesday,No,Afternoon,14:00,22:00,1.108
2025-05-28,2025,Q2,5,May,Wednesday,No,Night,22:00,06:00,1.108
2025-05-29,2025,Q2,5,May,Thursday,No,Morning,06:00,14:00,1.108
2025-05-29,2025,Q2,5,May,Thursday,No,Afternoon,14:00,22:00,1.108
2025-05-29,2025,Q2,5,May,Thursday,No,Night,22:00,06:00,1.108
2025-05-30,2025,Q2,5,May,Friday,No,Morning,06:00,14:00,1.108
2025-05-30,2025,Q2,5,May,Friday,No,Afternoon,14:00,22:00,1.108
2025-05-30,2025,Q2,5,May,Friday,No,Night,22:00,06:00,1.108
2025-05-31,2025,Q2,5,May,Saturday,Yes,Morning,06:00,14:00,1.109
2025-05-31,2025,Q2,5,May,Saturday,Yes,Afternoon,14:00,22:00,1.109
2025-05-31,2025,Q2,5,May,Saturday,Yes,Night,22:00,06:00,1.109
2025-06-01,2025,Q2,6,June,Sunday,Yes,Morning,06:00,14:00,0.499
2025-06-01,2025,Q2,6,June,Sunday,Yes,Afternoon,14:00,22:00,0.499
2025-06-01,2025,Q2,6,June,Sunday,Yes,Night,22:00,06:00,0.499
2025-06-02,2025,Q2,6,June,Monday,No,Morning,06:00,14:00,1.109
2025-06-02,2025,Q2,6,June,Monday,No,Afternoon,14:00,22:00,1.109
2025-06-02,2025,Q2,6,June,Monday,No,Night,22:00,06:00,1.109
2025-06-03,2025,Q2,6,June,Tuesday,No,Morning,06:00,14:00,1.109
2025-06-03,2025,Q2,6,June,Tuesday,No,Afternoon,14:00,22:00,1.109
2025-06-03,2025,Q2,6,June,Tuesday,No,Night,22:00,06:00,1.109
2025-06-04,2025,Q2,6,June,Wednesday,No,Morning,06:00,14:00,1.109
2025-06-04,2025,Q2,6,June,Wednesday,No,Afternoon,14:00,22:00,1.109
2025-06-04,2025,Q2,6,June,Wednesday,No,Night,22:00,06:00,1.109
2025-06-05,2025,Q2,6,June,Thursday,No,Morning,06:00,14:00,1.109
2025-06-05,2025,Q2,6,June,Thursday,No,Afternoon,14:00,22:00,1.109
2025-06-05,2025,Q2,6,June,Thursday,No,Night,22:00,06:00,1.109
2025-06-06,2025,Q2,6,June,Friday,No,Morning,06:00,14:00,1.109
2025-06-06,2025,Q2,6,June,Friday,No,Afternoon,14:00,22:00,1.109
2025-06-06,2025,Q2,6,June,Friday,No,Night,22:00,06:00,1.109
2025-06-07,2025,Q2,6,June,Saturday,Yes,Morning,06:00,14:00,1.109
2025-06-07,2025,Q2,6,June,Saturday,Yes,Afternoon,14:00,22:00,1.109
2025-06-07,2025,Q2,6,June,Saturday,Yes,Night,22:00,06:00,1.109
2025-06-08,2025,Q2,6,June,Sunday,Yes,Morning,06:00,14:00,0.499
2025-06-08,2025,Q2,6,June,Sunday,Yes,Afternoon,14:00,22:00,0.499
2025-06-08,2025,Q2,6,June,Sunday,Yes,Night,22:00,06:00,0.499
2025-06-09,2025,Q2,6,June,Monday,No,Morning,06:00,14:00,1.11
2025-06-09,2025,Q2,6,June,Monday,No,Afternoon,14:00,22:00,1.11
2025-06-09,2025,Q2,6,June,Monday,No,Night,22:00,06:00,1.11
2025-06-10,2025,Q2,6,June,Tuesday,No,Morning,06:00,14:00,1.11
2025-06-10,2025,Q2,6,June,Tuesday,No,Afternoon,14:00,22:00,1.11
2025-06-10,2025,Q2,6,June,Tuesday,No,Night,22:00,06:00,1.11
2025-06-11,2025,Q2,6,June,Wednesday,No,Morning,06:00,14:00,1.11
2025-06-11,2025,Q2,6,June,Wednesday,No,Afternoon,14:00,22:00,1.11
2025-06-11,2025,Q2,6,June,Wednesday,No,Night,22:00,06:00,1.11
2025-06-12,2025,Q2,6,June,Thursday,No,Morning,06:00,14:00,1.11
2025-06-12,2025,Q2,6,June,Thursday,No,Afternoon,14:00,22:00,1.11
2025-06-12,2025,Q2,6,June,Thursday,No,Night,22:00,06:00,1.11
2025-06-13,2025,Q2,6,June,Friday,No,Morning,06:00,14:00,1.11
2025-06-13,2025,Q2,6,June,Friday,No,Afternoon,14:00,22:00,1.11
2025-06-13,2025,Q2,6,June,Friday,No,Night,22:00,06:00,1.11
2025-06-14,2025,Q2,6,June,Saturday,Yes,Morning,06:00,14:00,1.11
2025-06-14,2025,Q2,6,June,Saturday,Yes,Afternoon,14:00,22:00,1.11
2025-06-14,2025,Q2,6,June,Saturday,Yes,Night,22:00,06:00,1.11
2025-06-15,2025,Q2,6,June,Sunday,Yes,Morning,06:00,14:00,0.5
2025-06-15,2025,Q2,6,June,Sunday,Yes,Afternoon,14:00,22:00,0.5
2025-06-15,2025,Q2,6,June,Sunday,Yes,Night,22:00,06:00,0.5
2025-06-16,2025,Q2,6,June,Monday,No,Morning,06:00,14:00,1.111
2025-06-16,2025,Q2,6,June,Monday,No,Afternoon,14:00,22:00,1.111
2025-06-16,2025,Q2,6,June,Monday,No,Night,22:00,06:00,1.111
2025-06-17,2025,Q2,6,June,Tuesday,No,Morning,06:00,14:00,1.111
2025-06-17,2025,Q2,6,June,Tuesday,No,Afternoon,14:00,22:00,1.111
2025-06-17,2025,Q2,6,June,Tuesday,No,Night,22:00,06:00,1.111
2025-06-18,2025,Q2,6,June,Wednesday,No,Morning,06:00,14:00,1.111
2025-06-18,2025,Q2,6,June,Wednesday,No,Afternoon,14:00,22:00,1.111
2025-06-18,2025,Q2,6,June,Wednesday,No,Night,22:00,06:00,1.111
2025-06-19,2025,Q2,6,June,Thursday,No,Morning,06:00,14:00,1.111
2025-06-19,2025,Q2,6,June,Thursday,No,Afternoon,14:00,22:00,1.111
2025-06-19,2025,Q2,6,June,Thursday,No,Night,22:00,06:00,1.111
2025-06-20,2025,Q2,6,June,Friday,No,Morning,06:00,14:00,1.111
2025-06-20,2025,Q2,6,June,Friday,No,Afternoon,14:00,22:00,1.111
2025-06-20,2025,Q2,6,June,Friday,No,Night,22:00,06:00,1.111
2025-06-21,2025,Q2,6,June,Saturday,Yes,Morning,06:00,14:00,1.111
2025-06-21,2025,Q2,6,June,Saturday,Yes,Afternoon,14:00,22:00,1.111
2025-06-21,2025,Q2,6,June,Saturday,Yes,Night,22:00,06:00,1.111
2025-06-22,2025,Q2,6,June,Sunday,Yes,Morning,06:00,14:00,0.5
2025-06-22,2025,Q2,6,June,Sunday,Yes,Afternoon,14:00,22:00,0.5
2025-06-22,2025,Q2,6,June,Sunday,Yes,Night,22:00,06:00,0.5
2025-06-23,2025,Q2,6,June,Monday,No,Morning,06:00,14:00,1.111
2025-06-23,2025,Q2,6,June,Monday,No,Afternoon,14:00,22:00,1.111
2025-06-23,2025,Q2,6,June,Monday,No,Night,22:00,06:00,1.111
2025-06-24,2025,Q2,6,June,Tuesday,No,Morning,06:00,14:00,1.112
2025-06-24,2025,Q2,6,June,Tuesday,No,Afternoon,14:00,22:00,1.112
2025-06-24,2025,Q2,6,June,Tuesday,No,Night,22:00,06:00,1.112
2025-06-25,2025,Q2,6,June,Wednesday,No,Morning,06:00,14:00,1.112
2025-06-25,2025,Q2,6,June,Wednesday,No,Afternoon,14:00,22:00,1.112
2025-06-25,2025,Q2,6,June,Wednesday,No,Night,22:00,06:00,1.112
2025-06-26,2025,Q2,6,June,Thursday,No,Morning,06:00,14:00,1.112
2025-06-26,2025,Q2,6,June,Thursday,No,Afternoon,14:00,22:00,1.112
2025-06-26,2025,Q2,6,June,Thursday,No,Night,22:00,06:00,1.112
2025-06-27,2025,Q2,6,June,Friday,No,Morning,06:00,14:00,1.112
2025-06-27,2025,Q2,6,June,Friday,No,Afternoon,14:00,22:00,1.112
2025-06-27,2025,Q2,6,June,Friday,No,Night,22:00,06:00,1.112
2025-06-28,2025,Q2,6,June,Saturday,Yes,Morning,06:00,14:00,1.112
2025-06-28,2025,Q2,6,June,Saturday,Yes,Afternoon,14:00,22:00,1.112
2025-06-28,2025,Q2,6,June,Saturday,Yes,Night,22:00,06:00,1.112
2025-06-29,2025,Q2,6,June,Sunday,Yes,Morning,06:00,14:00,0.5
2025-06-29,2025,Q2,6,June,Sunday,Yes,Afternoon,14:00,22:00,0.5
2025-06-29,2025,Q2,6,June,Sunday,Yes,Night,22:00,06:00,0.5
2025-06-30,2025,Q2,6,June,Monday,No,Morning,06:00,14:00,1.112
2025-06-30,2025,Q2,6,June,Monday,No,Afternoon,14:00,22:00,1.112
2025-06-30,2025,Q2,6,June,Monday,No,Night,22:00,06:00,1.112
2025-07-01,2025,Q3,7,July,Tuesday,No,Morning,06:00,14:00,1.279
2025-07-01,2025,Q3,7,July,Tuesday,No,Afternoon,14:00,22:00,1.279
2025-07-01,2025,Q3,7,July,Tuesday,No,Night,22:00,06:00,1.279
2025-07-02,2025,Q3,7,July,Wednesday,No,Morning,06:00,14:00,1.279
2025-07-02,2025,Q3,7,July,Wednesday,No,Afternoon,14:00,22:00,1.279
2025-07-02,2025,Q3,7,July,Wednesday,No,Night,22:00,06:00,1.279
2025-07-03,2025,Q3,7,July,Thursday,No,Morning,06:00,14:00,1.28
2025-07-03,2025,Q3,7,July,Thursday,No,Afternoon,14:00,22:00,1.28
2025-07-03,2025,Q3,7,July,Thursday,No,Night,22:00,06:00,1.28
2025-07-04,2025,Q3,7,July,Friday,No,Morning,06:00,14:00,1.28
2025-07-04,2025,Q3,7,July,Friday,No,Afternoon,14:00,22:00,1.28
2025-07-04,2025,Q3,7,July,Friday,No,Night,22:00,06:00,1.28
2025-07-05,2025,Q3,7,July,Saturday,Yes,Morning,06:00,14:00,1.28
2025-07-05,2025,Q3,7,July,Saturday,Yes,Afternoon,14:00,22:00,1.28
2025-07-05,2025,Q3,7,July,Saturday,Yes,Night,22:00,06:00,1.28
2025-07-06,2025,Q3,7,July,Sunday,Yes,Morning,06:00,14:00,0.576
2025-07-06,2025,Q3,7,July,Sunday,Yes,Afternoon,14:00,22:00,0.576
2025-07-06,2025,Q3,7,July,Sunday,Yes,Night,22:00,06:00,0.576
2025-07-07,2025,Q3,7,July,Monday,No,Morning,06:00,14:00,1.28
2025-07-07,2025,Q3,7,July,Monday,No,Afternoon,14:00,22:00,1.28
2025-07-07,2025,Q3,7,July,Monday,No,Night,22:00,06:00,1.28
2025-07-08,2025,Q3,7,July,Tuesday,No,Morning,06:00,14:00,1.28
2025-07-08,2025,Q3,7,July,Tuesday,No,Afternoon,14:00,22:00,1.28
2025-07-08,2025,Q3,7,July,Tuesday,No,Night,22:00,06:00,1.28
2025-07-09,2025,Q3,7,July,Wednesday,No,Morning,06:00,14:00,1.28
2025-07-09,2025,Q3,7,July,Wednesday,No,Afternoon,14:00,22:00,1.28
2025-07-09,2025,Q3,7,July,Wednesday,No,Night,22:00,06:00,1.28
2025-07-10,2025,Q3,7,July,Thursday,No,Morning,06:00,14:00,1.281
2025-07-10,2025,Q3,7,July,Thursday,No,Afternoon,14:00,22:00,1.281
2025-07-10,2025,Q3,7,July,Thursday,No,Night,22:00,06:00,1.281
2025-07-11,2025,Q3,7,July,Friday,No,Morning,06:00,14:00,1.281
2025-07-11,2025,Q3,7,July,Friday,No,Afternoon,14:00,22:00,1.281
2025-07-11,2025,Q3,7,July,Friday,No,Night,22:00,06:00,1.281
2025-07-12,2025,Q3,7,July,Saturday,Yes,Morning,06:00,14:00,1.281
2025-07-12,2025,Q3,7,July,Saturday,Yes,Afternoon,14:00,22:00,1.281
2025-07-12,2025,Q3,7,July,Saturday,Yes,Night,22:00,06:00,1.281
2025-07-13,2025,Q3,7,July,Sunday,Yes,Morning,06:00,14:00,0.576
2025-07-13,2025,Q3,7,July,Sunday,Yes,Afternoon,14:00,22:00,0.576
2025-07-13,2025,Q3,7,July,Sunday,Yes,Night,22:00,06:00,0.576
2025-07-14,2025,Q3,7,July,Monday,No,Morning,06:00,14:00,1.281
2025-07-14,2025,Q3,7,July,Monday,No,Afternoon,14:00,22:00,1.281
2025-07-14,2025,Q3,7,July,Monday,No,Night,22:00,06:00,1.281
2025-07-15,2025,Q3,7,July,Tuesday,No,Morning,06:00,14:00,1.281
2025-07-15,2025,Q3,7,July,Tuesday,No,Afternoon,14:00,22:00,1.281
2025-07-15,2025,Q3,7,July,Tuesday,No,Night,22:00,06:00,1.281
2025-07-16,2025,Q3,7,July,Wednesday,No,Morning,06:00,14:00,1.281
2025-07-16,2025,Q3,7,July,Wednesday,No,Afternoon,14:00,22:00,1.281
2025-07-16,2025,Q3,7,July,Wednesday,No,Night,22:00,06:00,1.281
2025-07-17,2025,Q3,7,July,Thursday,No,Morning,06:00,14:00,1.282
2025-07-17,2025,Q3,7,July,Thursday,No,Afternoon,14:00,22:00,1.282
2025-07-17,2025,Q3,7,July,Thursday,No,Night,22:00,06:00,1.282
2025-07-18,2025,Q3,7,July,Friday,No,Morning,06:00,14:00,1.282
2025-07-18,2025,Q3,7,July,Friday,No,Afternoon,14:00,22:00,1.282
2025-07-18,2025,Q3,7,July,Friday,No,Night,22:00,06:00,1.282
2025-07-19,2025,Q3,7,July,Saturday,Yes,Morning,06:00,14:00,1.282
2025-07-19,2025,Q3,7,July,Saturday,Yes,Afternoon,14:00,22:00,1.282
2025-07-19,2025,Q3,7,July,Saturday,Yes,Night,22:00,06:00,1.282
2025-07-20,2025,Q3,7,July,Sunday,Yes,Morning,06:00,14:00,0.577
2025-07-20,2025,Q3,7,July,Sunday,Yes,Afternoon,14:00,22:00,0.577
2025-07-20,2025,Q3,7,July,Sunday,Yes,Night,22:00,06:00,0.577
2025-07-21,2025,Q3,7,July,Monday,No,Morning,06:00,14:00,1.282
2025-07-21,2025,Q3,7,July,Monday,No,Afternoon,14:00,22:00,1.282
2025-07-21,2025,Q3,7,July,Monday,No,Night,22:00,06:00,1.282
2025-07-22,2025,Q3,7,July,Tuesday,No,Morning,06:00,14:00,1.282
2025-07-22,2025,Q3,7,July,Tuesday,No,Afternoon,14:00,22:00,1.282
2025-07-22,2025,Q3,7,July,Tuesday,No,Night,22:00,06:00,1.282
2025-07-23,2025,Q3,7,July,Wednesday,No,Morning,06:00,14:00,1.282
2025-07-23,2025,Q3,7,July,Wednesday,No,Afternoon,14:00,22:00,1.282
2025-07-23,2025,Q3,7,July,Wednesday,No,Night,22:00,06:00,1.282
2025-07-24,2025,Q3,7,July,Thursday,No,Morning,06:00,14:00,1.283
2025-07-24,2025,Q3,7,July,Thursday,No,Afternoon,14:00,22:00,1.283
2025-07-24,2025,Q3,7,July,Thursday,No,Night,22:00,06:00,1.283
2025-07-25,2025,Q3,7,July,Friday,No,Morning,06:00,14:00,1.283
2025-07-25,2025,Q3,7,July,Friday,No,Afternoon,14:00,22:00,1.283
2025-07-25,2025,Q3,7,July,Friday,No,Night,22:00,06:00,1.283
2025-07-26,2025,Q3,7,July,Saturday,Yes,Morning,06:00,14:00,1.283
2025-07-26,2025,Q3,7,July,Saturday,Yes,Afternoon,14:00,22:00,1.283
2025-07-26,2025,Q3,7,July,Saturday,Yes,Night,22:00,06:00,1.283
2025-07-27,2025,Q3,7,July,Sunday,Yes,Morning,06:00,14:00,0.577
2025-07-27,2025,Q3,7,July,Sunday,Yes,Afternoon,14:00,22:00,0.577
2025-07-27,2025,Q3,7,July,Sunday,Yes,Night,22:00,06:00,0.577
2025-07-28,2025,Q3,7,July,Monday,No,Morning,06:00,14:00,1.283
2025-07-28,2025,Q3,7,July,Monday,No,Afternoon,14:00,22:00,1.283
2025-07-28,2025,Q3,7,July,Monday,No,Night,22:00,06:00,1.283
2025-07-29,2025,Q3,7,July,Tuesday,No,Morning,06:00,14:00,1.283
2025-07-29,2025,Q3,7,July,Tuesday,No,Afternoon,14:00,22:00,1.283
2025-07-29,2025,Q3,7,July,Tuesday,No,Night,22:00,06:00,1.283
2025-07-30,2025,Q3,7,July,Wednesday,No,Morning,06:00,14:00,1.283
2025-07-30,2025,Q3,7,July,Wednesday,No,Afternoon,14:00,22:00,1.283
2025-07-30,2025,Q3,7,July,Wednesday,No,Night,22:00,06:00,1.283
2025-07-31,2025,Q3,7,July,Thursday,No,Morning,06:00,14:00,1.284
2025-07-31,2025,Q3,7,July,Thursday,No,Afternoon,14:00,22:00,1.284
2025-07-31,2025,Q3,7,July,Thursday,No,Night,22:00,06:00,1.284
2025-08-01,2025,Q3,8,August,Friday,No,Morning,06:00,14:00,1.619
2025-08-01,2025,Q3,8,August,Friday,No,Afternoon,14:00,22:00,1.619
2025-08-01,2025,Q3,8,August,Friday,No,Night,22:00,06:00,1.619
2025-08-02,2025,Q3,8,August,Saturday,Yes,Morning,06:00,14:00,1.619
2025-08-02,2025,Q3,8,August,Saturday,Yes,Afternoon,14:00,22:00,1.619
2025-08-02,2025,Q3,8,August,Saturday,Yes,Night,22:00,06:00,1.619
2025-08-03,2025,Q3,8,August,Sunday,Yes,Morning,06:00,14:00,0.729
2025-08-03,2025,Q3,8,August,Sunday,Yes,Afternoon,14:00,22:00,0.729
2025-08-03,2025,Q3,8,August,Sunday,Yes,Night,22:00,06:00,0.729
2025-08-04,2025,Q3,8,August,Monday,No,Morning,06:00,14:00,1.619
2025-08-04,2025,Q3,8,August,Monday,No,Afternoon,14:00,22:00,1.619
2025-08-04,2025,Q3,8,August,Monday,No,Night,22:00,06:00,1.619
2025-08-05,2025,Q3,8,August,Tuesday,No,Morning,06:00,14:00,1.619
2025-08-05,2025,Q3,8,August,Tuesday,No,Afternoon,14:00,22:00,1.619
2025-08-05,2025,Q3,8,August,Tuesday,No,Night,22:00,06:00,1.619
2025-08-06,2025,Q3,8,August,Wednesday,No,Morning,06:00,14:00,1.619
2025-08-06,2025,Q3,8,August,Wednesday,No,Afternoon,14:00,22:00,1.619
2025-08-06,2025,Q3,8,August,Wednesday,No,Night,22:00,06:00,1.619
2025-08-07,2025,Q3,8,August,Thursday,No,Morning,06:00,14:00,1.62
2025-08-07,2025,Q3,8,August,Thursday,No,Afternoon,14:00,22:00,1.62
2025-08-07,2025,Q3,8,August,Thursday,No,Night,22:00,06:00,1.62
2025-08-08,2025,Q3,8,August,Friday,No,Morning,06:00,14:00,1.62
2025-08-08,2025,Q3,8,August,Friday,No,Afternoon,14:00,22:00,1.62
2025-08-08,2025,Q3,8,August,Friday,No,Night,22:00,06:00,1.62
2025-08-09,2025,Q3,8,August,Saturday,Yes,Morning,06:00,14:00,1.62
2025-08-09,2025,Q3,8,August,Saturday,Yes,Afternoon,14:00,22:00,1.62
2025-08-09,2025,Q3,8,August,Saturday,Yes,Night,22:00,06:00,1.62
2025-08-10,2025,Q3,8,August,Sunday,Yes,Morning,06:00,14:00,0.729
2025-08-10,2025,Q3,8,August,Sunday,Yes,Afternoon,14:00,22:00,0.729
2025-08-10,2025,Q3,8,August,Sunday,Yes,Night,22:00,06:00,0.729
2025-08-11,2025,Q3,8,August,Monday,No,Morning,06:00,14:00,1.62
2025-08-11,2025,Q3,8,August,Monday,No,Afternoon,14:00,22:00,1.62
2025-08-11,2025,Q3,8,August,Monday,No,Night,22:00,06:00,1.62
2025-08-12,2025,Q3,8,August,Tuesday,No,Morning,06:00,14:00,1.621
2025-08-12,2025,Q3,8,August,Tuesday,No,Afternoon,14:00,22:00,1.621
2025-08-12,2025,Q3,8,August,Tuesday,No,Night,22:00,06:00,1.621
2025-08-13,2025,Q3,8,August,Wednesday,No,Morning,06:00,14:00,1.621
2025-08-13,2025,Q3,8,August,Wednesday,No,Afternoon,14:00,22:00,1.621
2025-08-13,2025,Q3,8,August,Wednesday,No,Night,22:00,06:00,1.621
2025-08-14,2025,Q3,8,August,Thursday,No,Morning,06:00,14:00,1.621
2025-08-14,2025,Q3,8,August,Thursday,No,Afternoon,14:00,22:00,1.621
2025-08-14,2025,Q3,8,August,Thursday,No,Night,22:00,06:00,1.621
2025-08-15,2025,Q3,8,August,Friday,No,Morning,06:00,14:00,1.621
2025-08-15,2025,Q3,8,August,Friday,No,Afternoon,14:00,22:00,1.621
2025-08-15,2025,Q3,8,August,Friday,No,Night,22:00,06:00,1.621
2025-08-16,2025,Q3,8,August,Saturday,Yes,Morning,06:00,14:00,1.621
2025-08-16,2025,Q3,8,August,Saturday,Yes,Afternoon,14:00,22:00,1.621
2025-08-16,2025,Q3,8,August,Saturday,Yes,Night,22:00,06:00,1.621
2025-08-17,2025,Q3,8,August,Sunday,Yes,Morning,06:00,14:00,0.73
2025-08-17,2025,Q3,8,August,Sunday,Yes,Afternoon,14:00,22:00,0.73
2025-08-17,2025,Q3,8,August,Sunday,Yes,Night,22:00,06:00,0.73
2025-08-18,2025,Q3,8,August,Monday,No,Morning,06:00,14:00,1.622
2025-08-18,2025,Q3,8,August,Monday,No,Afternoon,14:00,22:00,1.622
2025-08-18,2025,Q3,8,August,Monday,No,Night,22:00,06:00,1.622
2025-08-19,2025,Q3,8,August,Tuesday,No,Morning,06:00,14:00,1.622
2025-08-19,2025,Q3,8,August,Tuesday,No,Afternoon,14:00,22:00,1.622
2025-08-19,2025,Q3,8,August,Tuesday,No,Night,22:00,06:00,1.622
2025-08-20,2025,Q3,8,August,Wednesday,No,Morning,06:00,14:00,1.622
2025-08-20,2025,Q3,8,August,Wednesday,No,Afternoon,14:00,22:00,1.622
2025-08-20,2025,Q3,8,August,Wednesday,No,Night,22:00,06:00,1.622
2025-08-21,2025,Q3,8,August,Thursday,No,Morning,06:00,14:00,1.622
2025-08-21,2025,Q3,8,August,Thursday,No,Afternoon,14:00,22:00,1.622
2025-08-21,2025,Q3,8,August,Thursday,No,Night,22:00,06:00,1.622
2025-08-22,2025,Q3,8,August,Friday,No,Morning,06:00,14:00,1.622
2025-08-22,2025,Q3,8,August,Friday,No,Afternoon,14:00,22:00,1.622
2025-08-22,2025,Q3,8,August,Friday,No,Night,22:00,06:00,1.622
2025-08-23,2025,Q3,8,August,Saturday,Yes,Morning,06:00,14:00,1.623
2025-08-23,2025,Q3,8,August,Saturday,Yes,Afternoon,14:00,22:00,1.623
2025-08-23,2025,Q3,8,August,Saturday,Yes,Night,22:00,06:00,1.623
2025-08-24,2025,Q3,8,August,Sunday,Yes,Morning,06:00,14:00,0.73
2025-08-24,2025,Q3,8,August,Sunday,Yes,Afternoon,14:00,22:00,0.73
2025-08-24,2025,Q3,8,August,Sunday,Yes,Night,22:00,06:00,0.73
2025-08-25,2025,Q3,8,August,Monday,No,Morning,06:00,14:00,1.623
2025-08-25,2025,Q3,8,August,Monday,No,Afternoon,14:00,22:00,1.623
2025-08-25,2025,Q3,8,August,Monday,No,Night,22:00,06:00,1.623
2025-08-26,2025,Q3,8,August,Tuesday,No,Morning,06:00,14:00,1.623
2025-08-26,2025,Q3,8,August,Tuesday,No,Afternoon,14:00,22:00,1.623
